"","id","income","education","gender","age","union","height","weight","surveydate","female"
"2370",2370,1000,4,"female",55,"no",150,120,2015-08-19,TRUE
"2371",2371,15000,4,"female",21,"no",160,120,2015-08-16,TRUE
"2372",2372,5000,4,"male",30,"no",170,115,2015-08-20,FALSE
"2373",2373,0,4,"female",34,"no",170,130,2015-08-16,TRUE
"2374",2374,7000,3,"male",54,"no",155,140,2015-08-16,FALSE
"2375",2375,0,3,"female",40,"no",156,114,2015-08-19,TRUE
"2376",2376,9600,1,"female",86,"no",145,80,2015-08-15,TRUE
"2377",2377,70000,12,"female",32,"no",165,110,2015-08-27,TRUE
"2378",2378,0,13,"female",26,"no",170,125,2015-08-27,TRUE
"2379",2379,1500,3,"female",61,"no",170,110,2015-08-19,TRUE
"2380",2380,15000,4,"female",29,"no",155,117,2015-08-20,TRUE
"2381",2381,2400,3,"male",40,"no",175,135,2015-08-20,FALSE
"2382",2382,24000,4,"male",77,"used to be",160,120,2015-08-13,FALSE
"2383",2383,20000,4,"female",22,"no",165,100,2015-08-16,TRUE
"2384",2384,2660,3,"male",68,"no",160,120,2015-08-19,FALSE
"2385",2385,2280,1,"female",59,"no",160,120,2015-08-19,TRUE
"2386",2386,10000,4,"male",38,"no",170,120,2015-08-23,FALSE
"2387",2387,28000,6,"male",77,"no",170,140,2015-09-12,FALSE
"2388",2388,1e+05,6,"female",40,"no",165,110,2015-08-22,TRUE
"2389",2389,10000,3,"male",67,"no",173,138,2015-08-19,FALSE
"2390",2390,2000,3,"female",73,"no",155,102,2015-08-19,TRUE
"2391",2391,9000,3,"male",66,"no",178,135,2015-08-18,FALSE
"2392",2392,21600,4,"female",67,"no",150,100,2015-08-24,TRUE
"2393",2393,30000,4,"female",51,"used to be",166,120,2015-08-15,TRUE
"2394",2394,2000,1,"female",60,"no",160,120,2015-08-20,TRUE
"2395",2395,660,4,"female",64,"no",153,110,2015-08-20,TRUE
"2396",2396,0,3,"female",45,"no",160,156,2015-08-16,TRUE
"2397",2397,10000,9,"male",51,"no",183,170,2015-08-20,FALSE
"2398",2398,0,3,"female",52,"no",158,95,2015-08-19,TRUE
"2399",2399,13000,3,"female",44,"no",158,140,2015-08-17,TRUE
"2400",2400,40000,3,"male",39,"no",183,160,2015-08-20,FALSE
"2401",2401,4000,4,"female",36,"no",158,140,2015-08-19,TRUE
"2402",2402,8000,7,"female",45,"no",165,120,2015-08-16,TRUE
"2403",2403,0,2,"female",73,"no",160,123,2015-08-18,TRUE
"2404",2404,3000,1,"male",68,"no",172,126,2015-08-20,FALSE
"2405",2405,24000,3,"female",57,"no",155,146,2015-08-20,TRUE
"2406",2406,40000,4,"male",38,"no",170,150,2015-08-18,FALSE
"2407",2407,20000,6,"male",65,"used to be",165,110,2015-08-18,FALSE
"2408",2408,1000,3,"female",76,"yes",170,110,2015-08-16,TRUE
"2409",2409,20000,4,"male",37,"no",176,160,2015-08-20,FALSE
"2410",2410,0,4,"male",30,"no",170,130,2015-08-18,FALSE
"2411",2411,20000,4,"female",58,"no",158,100,2015-08-14,TRUE
"2412",2412,60000,4,"male",29,"no",173,120,2015-08-16,FALSE
"2413",2413,40000,4,"male",52,"no",175,185,2015-08-15,FALSE
"2414",2414,10000,3,"female",37,"no",163,110,2015-08-15,TRUE
"2415",2415,60000,4,"female",31,"no",160,130,2015-08-16,TRUE
"2416",2416,0,1,"female",59,"yes",150,120,2015-08-19,TRUE
"2417",2417,0,1,"female",63,"no",160,130,2015-08-19,TRUE
"2418",2418,50000,6,"male",52,"yes",163,130,2015-08-22,FALSE
"2419",2419,660,4,"male",63,"no",168,156,2015-08-19,FALSE
"2420",2420,25000,3,"female",48,"no",157,110,2015-08-15,TRUE
"2421",2421,10000,4,"male",65,"no",183,140,2015-08-19,FALSE
"2422",2422,10000,3,"male",59,"no",160,130,2015-08-17,FALSE
"2423",2423,35000,3,"female",81,"yes",160,102,2015-08-19,TRUE
"2424",2424,12000,3,"male",37,"no",158,110,2015-08-14,FALSE
"2425",2425,0,4,"female",27,"no",165,107,2015-08-16,TRUE
"2426",2426,2000,1,"female",64,"no",150,110,2015-08-19,TRUE
"2427",2427,25000,4,"male",38,"no",174,180,2015-08-20,FALSE
"2428",2428,30000,4,"male",33,"no",156,108,2015-08-20,FALSE
"2429",2429,11000,4,"male",56,"no",170,118,2015-08-18,FALSE
"2430",2430,36000,1,"male",67,"no",170,128,2015-08-19,FALSE
"2431",2431,10000,4,"male",35,"no",179,150,2015-08-18,FALSE
"2432",2432,30000,5,"male",27,"no",179,130,2015-08-16,FALSE
"2433",2433,20000,3,"female",55,"no",160,152,2015-08-20,TRUE
"2434",2434,0,1,"male",66,"no",167,95,2015-08-19,FALSE
"2435",2435,13000,3,"male",63,"no",173,124,2015-08-16,FALSE
"2436",2436,15000,3,"female",46,"no",156,132,2015-08-15,TRUE
"2437",2437,10000,4,"female",25,"no",170,112,2015-08-17,TRUE
"2438",2438,15000,12,"female",28,"no",170,115,2015-08-18,TRUE
"2439",2439,18000,4,"female",53,"no",156,87,2015-09-12,TRUE
"2440",2440,12000,4,"female",31,"no",155,110,2015-08-20,TRUE
"2441",2441,6000,3,"female",48,"no",152,120,2015-08-16,TRUE
"2442",2442,1000,5,"female",48,"no",162,117,2015-08-18,TRUE
"2443",2443,60000,1,"male",50,"no",178,150,2015-08-15,FALSE
"2444",2444,12000,4,"female",40,"no",152,110,2015-08-17,TRUE
"2445",2445,0,3,"male",72,"no",161,90,2015-08-19,FALSE
"2446",2446,13000,3,"female",73,"no",160,120,2015-08-19,TRUE
"2447",2447,30000,6,"male",42,"no",170,140,2015-08-21,FALSE
"2448",2448,50000,4,"male",38,"no",175,150,2015-08-20,FALSE
"2449",2449,40000,4,"female",31,"no",155,100,2015-08-14,TRUE
"2450",2450,10000,4,"female",71,"yes",165,150,2015-08-18,TRUE
"2451",2451,40000,4,"male",59,"no",174,150,2015-08-17,FALSE
"2452",2452,11000,3,"female",48,"no",157,160,2015-08-17,TRUE
"2453",2453,40000,4,"male",40,"no",162,120,2015-08-15,FALSE
"2454",2454,19200,6,"female",62,"used to be",153,120,2015-08-14,TRUE
"2455",2455,10000,3,"male",40,"no",175,100,2015-08-16,FALSE
"2456",2456,18000,6,"female",55,"used to be",150,90,2015-08-18,TRUE
"2457",2457,23000,9,"male",59,"used to be",170,192,2015-09-12,FALSE
"2458",2458,0,7,"female",27,"no",160,120,2015-08-18,TRUE
"2459",2459,3000,3,"male",28,"no",156,120,2015-08-18,FALSE
"2460",2460,30000,1,"female",55,"no",156,100,2015-08-15,TRUE
"2461",2461,8000,1,"female",75,"no",160,100,2015-08-17,TRUE
"2462",2462,30000,4,"female",43,"no",163,150,2015-09-13,TRUE
"2463",2463,35000,3,"male",26,"no",176,120,2015-08-16,FALSE
"2464",2464,18000,4,"female",65,"no",150,110,2015-08-23,TRUE
"2465",2465,10000,4,"female",53,"no",162,140,2015-08-17,TRUE
"2466",2466,1e+05,4,"male",37,"no",178,165,2015-08-19,FALSE
"2467",2467,2000,3,"male",54,"no",175,160,2015-08-15,FALSE
"2468",2468,24000,6,"male",38,"no",170,140,2015-08-17,FALSE
"2469",2469,10000,4,"male",57,"no",178,186,2015-08-16,FALSE
"2470",2470,40000,3,"male",55,"no",160,125,2015-08-15,FALSE
"2471",2471,10000,4,"female",46,"no",165,165,2015-09-13,TRUE
"2472",2472,30000,4,"male",68,"no",168,120,2015-09-14,FALSE
"2473",2473,1500,8,"female",19,"no",167,114,2015-08-16,TRUE
"2474",2474,15000,3,"female",61,"no",160,148,2015-08-14,TRUE
"2475",2475,40000,4,"male",69,"no",172,120,2015-08-26,FALSE
"2476",2476,20000,6,"male",57,"used to be",168,124,2015-08-26,FALSE
"2477",2477,7000,3,"female",54,"no",160,130,2015-08-16,TRUE
"2478",2478,0,1,"female",68,"no",155,50,2015-08-16,TRUE
"2479",2479,20000,4,"male",50,"no",173,150,2015-08-19,FALSE
"2480",2480,22300,4,"female",69,"used to be",153,130,2015-08-26,TRUE
"2481",2481,3600,1,"male",64,"no",172,140,2015-08-15,FALSE
"2482",2482,0,4,"female",38,"no",160,110,2015-08-20,TRUE
"2483",2483,70000,12,"male",28,"no",176,140,2015-08-15,FALSE
"2484",2484,0,3,"female",51,"no",160,140,2015-08-18,TRUE
"2485",2485,4000,6,"male",60,"no",168,140,2015-08-14,FALSE
"2486",2486,36000,7,"male",73,"no",173,130,2015-09-12,FALSE
"2487",2487,20000,4,"male",39,"no",178,176,2015-08-18,FALSE
"2488",2488,660,3,"male",77,"used to be",170,120,2015-08-13,FALSE
"2489",2489,20000,3,"male",65,"no",170,150,2015-08-15,FALSE
"2490",2490,24000,3,"male",68,"no",171,160,2015-08-23,FALSE
"2491",2491,39000,4,"female",31,"no",153,130,2015-08-18,TRUE
"2492",2492,2000,3,"female",66,"no",150,90,2015-08-14,TRUE
"2493",2493,660,1,"female",69,"no",160,130,2015-08-14,TRUE
"2494",2494,0,3,"female",67,"no",158,81,2015-08-16,TRUE
"2495",2495,1000,3,"female",73,"no",160,92,2015-08-17,TRUE
"2496",2496,40000,4,"female",35,"no",165,110,2015-08-22,TRUE
"2497",2497,30000,4,"female",56,"no",163,126,2015-08-15,TRUE
"2498",2498,20000,12,"male",28,"no",179,138,2015-08-14,FALSE
"2499",2499,24000,4,"female",33,"no",171,170,2015-08-15,TRUE
"2500",2500,10000,5,"female",48,"yes",150,126,2015-08-17,TRUE
"2501",2501,0,3,"female",61,"no",156,109,2015-08-18,TRUE
"2502",2502,0,3,"female",57,"no",156,110,2015-08-14,TRUE
"2503",2503,0,4,"male",45,"no",177,160,2015-08-18,FALSE
"2504",2504,26000,6,"male",69,"used to be",170,124,2015-08-26,FALSE
"2505",2505,20400,6,"male",68,"used to be",160,100,2015-08-15,FALSE
"2506",2506,6000,1,"male",76,"no",170,130,2015-08-16,FALSE
"2507",2507,30000,7,"male",30,"no",173,150,2015-08-16,FALSE
"2508",2508,10000,3,"male",50,"no",158,116,2015-08-16,FALSE
"2509",2509,0,3,"female",67,"no",160,130,2015-08-19,TRUE
"2510",2510,3000,3,"female",69,"no",150,113,2015-08-14,TRUE
"2511",2511,60000,4,"male",28,"no",168,120,2015-08-21,FALSE
"2512",2512,36000,6,"male",55,"yes",180,140,2015-08-16,FALSE
"2513",2513,0,1,"female",73,"no",150,66,2015-08-17,TRUE
"2514",2514,50000,3,"male",42,"no",182,200,2015-08-15,FALSE
"2515",2515,0,3,"female",29,"no",162,120,2015-08-15,TRUE
"2516",2516,70000,4,"male",35,"no",162,130,2015-08-19,FALSE
"2517",2517,9600,6,"female",58,"used to be",170,170,2015-08-14,TRUE
"2518",2518,0,6,"female",53,"no",155,90,2015-08-17,TRUE
"2519",2519,19200,6,"female",54,"yes",158,114,2015-08-24,TRUE
"2520",2520,9000,4,"male",22,"no",156,110,2015-08-15,FALSE
"2521",2521,0,6,"female",66,"no",168,180,2015-08-20,TRUE
"2522",2522,20000,9,"female",62,"no",165,130,2015-08-15,TRUE
"2523",2523,30000,4,"female",44,"no",164,140,2015-08-17,TRUE
"2524",2524,20000,4,"male",47,"no",172,138,2015-08-15,FALSE
"2525",2525,0,6,"female",50,"used to be",158,115,2015-08-15,TRUE
"2526",2526,10000,6,"male",56,"no",168,135,2015-08-23,FALSE
"2527",2527,0,1,"female",70,"no",154,130,2015-08-18,TRUE
"2528",2528,48000,13,"male",31,"no",183,180,2015-08-27,FALSE
"2529",2529,10000,4,"female",39,"no",155,110,2015-08-18,TRUE
"2530",2530,24000,3,"male",41,"no",180,170,2015-08-15,FALSE
"2531",2531,0,4,"female",30,"no",164,135,2015-08-19,TRUE
"2532",2532,10000,4,"male",48,"no",168,150,2015-08-18,FALSE
"2533",2533,3000,4,"male",53,"no",160,110,2015-08-17,FALSE
"2534",2534,2000,4,"female",45,"no",160,108,2015-08-16,TRUE
"2535",2535,10000,3,"female",61,"no",162,130,2015-08-19,TRUE
"2536",2536,7000,1,"female",69,"no",153,100,2015-08-17,TRUE
"2537",2537,30000,4,"male",51,"no",168,140,2015-08-15,FALSE
"2538",2538,30000,4,"male",35,"no",170,115,2015-08-18,FALSE
"2539",2539,500,4,"female",50,"no",162,117,2015-08-14,TRUE
"2540",2540,10000,6,"female",58,"no",160,120,2015-08-16,TRUE
"2541",2541,70000,10,"male",35,"no",178,145,2015-09-02,FALSE
"2542",2542,0,3,"male",44,"no",178,150,2015-08-18,FALSE
"2543",2543,20000,4,"female",68,"no",164,140,2015-08-20,TRUE
"2544",2544,10000,4,"male",31,"no",168,112,2015-08-19,FALSE
"2545",2545,250000,4,"female",58,"no",154,120,2015-08-17,TRUE
"2546",2546,0,3,"female",59,"no",156,134,2015-08-20,TRUE
"2547",2547,0,4,"male",50,"no",165,140,2015-08-20,FALSE
"2548",2548,0,4,"male",66,"used to be",168,130,2015-08-19,FALSE
"2549",2549,0,3,"female",49,"no",160,120,2015-08-18,TRUE
"2550",2550,0,3,"female",67,"no",160,100,2015-08-18,TRUE
"2551",2551,30000,4,"male",44,"no",175,155,2015-08-23,FALSE
"2552",2552,19000,6,"male",61,"no",166,150,2015-08-15,FALSE
"2553",2553,10000,6,"male",49,"no",170,130,2015-08-14,FALSE
"2554",2554,21000,6,"male",59,"used to be",172,160,2015-09-12,FALSE
"2555",2555,0,1,"female",63,"no",160,128,2015-08-19,TRUE
"2556",2556,5000,3,"male",50,"no",168,160,2015-08-19,FALSE
"2557",2557,10000,4,"male",50,"no",167,150,2015-08-17,FALSE
"2558",2558,10000,4,"female",43,"no",160,94,2015-08-16,TRUE
"2559",2559,50000,3,"female",43,"no",160,130,2015-08-19,TRUE
"2560",2560,60000,6,"male",39,"no",155,81,2015-08-23,FALSE
"2561",2561,24000,4,"male",55,"used to be",168,126,2015-08-26,FALSE
"2562",2562,15000,4,"female",64,"no",157,124,2015-08-14,TRUE
"2563",2563,23000,4,"male",55,"no",170,135,2015-08-14,FALSE
"2564",2564,10000,4,"female",58,"no",161,120,2015-08-14,TRUE
"2565",2565,1e+05,4,"male",44,"no",173,170,2015-08-22,FALSE
"2566",2566,20000,4,"female",19,"no",165,110,2015-08-13,TRUE
"2567",2567,20000,4,"male",41,"yes",173,160,2015-08-15,FALSE
"2568",2568,2000,6,"female",58,"no",160,120,2015-08-15,TRUE
"2569",2569,0,3,"female",33,"used to be",170,120,2015-08-15,TRUE
"2570",2570,45000,11,"female",54,"used to be",158,118,2015-08-16,TRUE
"2571",2571,10000,4,"female",51,"no",156,122,2015-08-20,TRUE
"2572",2572,50000,10,"female",33,"no",160,45,2015-08-22,TRUE
"2573",2573,20000,4,"female",34,"no",160,118,2015-08-15,TRUE
"2574",2574,20000,3,"male",22,"no",169,198,2015-08-16,FALSE
"2575",2575,0,3,"male",72,"no",162,130,2015-08-19,FALSE
"2576",2576,150000,12,"male",45,"yes",178,180,2015-08-21,FALSE
"2577",2577,3000,3,"female",60,"no",173,130,2015-08-18,TRUE
"2578",2578,3000,3,"female",66,"no",155,80,2015-08-18,TRUE
"2579",2579,30000,9,"male",51,"no",170,150,2015-08-19,FALSE
"2580",2580,0,4,"female",27,"no",170,140,2015-08-24,TRUE
"2581",2581,10000,3,"female",64,"no",165,124,2015-08-22,TRUE
"2582",2582,10000,4,"female",43,"no",158,120,2015-08-18,TRUE
"2583",2583,1400,4,"male",41,"used to be",166,105,2015-08-17,FALSE
"2584",2584,1e+05,6,"male",38,"no",170,137,2015-08-17,FALSE
"2585",2585,10000,4,"female",42,"no",165,110,2015-09-14,TRUE
"2586",2586,809600,3,"female",61,"used to be",160,95,2015-09-12,TRUE
"2587",2587,660,3,"male",75,"no",175,126,2015-08-16,FALSE
"2588",2588,0,3,"male",49,"no",175,120,2015-08-19,FALSE
"2589",2589,24000,6,"male",59,"used to be",181,158,2015-08-22,FALSE
"2590",2590,16800,6,"male",58,"no",174,180,2015-08-17,FALSE
"2591",2591,10660,3,"female",72,"no",165,100,2015-08-13,TRUE
"2592",2592,12000,4,"female",33,"no",160,100,2015-08-20,TRUE
"2593",2593,0,3,"female",60,"no",168,120,2015-08-18,TRUE
"2594",2594,0,12,"male",49,"no",170,140,2015-08-24,FALSE
"2595",2595,0,10,"female",18,"no",164,104,2015-08-19,TRUE
"2596",2596,39000,3,"male",49,"no",173,125,2015-08-16,FALSE
"2597",2597,23000,3,"male",73,"used to be",170,153,2015-08-26,FALSE
"2598",2598,20000,4,"female",41,"no",158,90,2015-08-18,TRUE
"2599",2599,15000,4,"female",23,"no",163,110,2015-08-17,TRUE
"2600",2600,3e+05,7,"female",61,"no",160,116,2015-09-12,TRUE
"2601",2601,0,4,"male",50,"no",166,130,2015-08-16,FALSE
"2602",2602,36000,7,"female",66,"no",160,130,2015-08-27,TRUE
"2603",2603,22000,3,"female",56,"no",170,155,2015-08-16,TRUE
"2604",2604,5000,3,"female",75,"no",155,140,2015-08-16,TRUE
"2605",2605,10000,3,"male",45,"no",168,101,2015-08-20,FALSE
"2606",2606,20000,4,"female",39,"no",158,118,2015-08-17,TRUE
"2607",2607,0,3,"female",70,"no",167,150,2015-08-17,TRUE
"2608",2608,18000,13,"female",52,"no",165,150,2015-08-24,TRUE
"2609",2609,60000,13,"male",44,"yes",175,145,2015-08-25,FALSE
"2610",2610,30000,4,"male",42,"no",172,180,2015-08-19,FALSE
"2611",2611,10000,6,"female",59,"no",160,130,2015-08-17,TRUE
"2612",2612,30000,7,"male",42,"no",173,140,2015-08-16,FALSE
"2613",2613,12000,3,"female",69,"no",165,150,2015-09-12,TRUE
"2614",2614,24000,9,"male",74,"used to be",175,100,2015-08-16,FALSE
"2615",2615,40000,3,"male",60,"no",170,110,2015-08-18,FALSE
"2616",2616,20000,1,"male",47,"no",165,110,2015-08-16,FALSE
"2617",2617,14400,3,"male",76,"no",168,110,2015-08-23,FALSE
"2618",2618,0,11,"female",39,"no",166,120,2015-08-26,TRUE
"2619",2619,5000,3,"male",53,"no",170,180,2015-08-19,FALSE
"2620",2620,15000,4,"male",48,"no",170,140,2015-08-18,FALSE
"2621",2621,20000,4,"male",38,"no",165,152,2015-08-20,FALSE
"2622",2622,13000,4,"male",37,"yes",175,180,2015-08-17,FALSE
"2623",2623,48000,7,"male",61,"no",168,120,2015-08-25,FALSE
"2624",2624,0,1,"female",75,"no",160,90,2015-08-19,TRUE
"2625",2625,10000,4,"male",48,"no",170,130,2015-08-16,FALSE
"2626",2626,18000,6,"female",55,"used to be",150,92,2015-09-13,TRUE
"2627",2627,0,3,"female",45,"no",155,98,2015-08-19,TRUE
"2628",2628,15000,4,"female",43,"no",160,120,2015-08-16,TRUE
"2629",2629,0,4,"female",51,"no",160,120,2015-08-13,TRUE
"2630",2630,0,12,"male",27,"used to be",175,120,2015-08-26,FALSE
"2631",2631,20000,4,"male",49,"no",168,162,2015-08-20,FALSE
"2632",2632,4500,3,"male",75,"no",170,90,2015-08-19,FALSE
"2633",2633,0,4,"female",46,"no",155,104,2015-08-16,TRUE
"2634",2634,10000,4,"male",50,"no",170,200,2015-08-17,FALSE
"2635",2635,17000,4,"male",63,"used to be",173,155,2015-08-17,FALSE
"2636",2636,22000,3,"female",67,"yes",157,100,2015-09-12,TRUE
"2637",2637,15700,4,"female",46,"no",159,98,2015-08-22,TRUE
"2638",2638,4000,5,"male",42,"no",165,136,2015-08-18,FALSE
"2639",2639,20000,4,"male",38,"yes",175,145,2015-08-16,FALSE
"2640",2640,0,12,"male",22,"no",183,150,2015-08-19,FALSE
"2641",2641,20000,3,"female",51,"no",160,110,2015-08-13,TRUE
"2642",2642,26700,9,"male",39,"no",174,150,2015-08-24,FALSE
"2643",2643,4000,1,"female",71,"no",155,100,2015-08-16,TRUE
"2644",2644,330000,4,"male",33,"no",178,180,2015-08-19,FALSE
"2645",2645,15000,6,"female",53,"no",164,135,2015-08-26,TRUE
"2646",2646,180000,12,"male",34,"no",173,178,2015-08-13,FALSE
"2647",2647,0,3,"female",57,"no",160,85,2015-08-19,TRUE
"2648",2648,40000,4,"male",39,"no",175,155,2015-08-19,FALSE
"2649",2649,36000,10,"female",45,"no",157,130,2015-08-29,TRUE
"2650",2650,50000,10,"male",38,"no",175,130,2015-08-24,FALSE
"2651",2651,4000,4,"male",67,"no",170,160,2015-08-20,FALSE
"2652",2652,50000,12,"male",66,"yes",178,170,2015-08-18,FALSE
"2653",2653,32400,3,"female",81,"no",158,120,2015-08-20,TRUE
"2654",2654,50000,4,"female",50,"no",168,130,2015-08-20,TRUE
"2655",2655,24000,3,"male",82,"no",160,90,2015-08-26,FALSE
"2656",2656,30000,10,"male",30,"no",170,160,2015-08-22,FALSE
"2657",2657,15000,7,"male",27,"no",180,130,2015-08-18,FALSE
"2658",2658,0,6,"female",47,"no",160,110,2015-08-25,TRUE
"2659",2659,30000,10,"female",32,"no",176,140,2015-08-25,TRUE
"2660",2660,0,4,"female",65,"no",157,92,2015-08-20,TRUE
"2661",2661,0,4,"female",31,"no",162,105,2015-08-19,TRUE
"2662",2662,0,7,"female",36,"no",155,100,2015-08-22,TRUE
"2663",2663,10000,4,"female",36,"no",164,98,2015-08-13,TRUE
"2664",2664,0,6,"female",57,"no",170,110,2015-08-17,TRUE
"2665",2665,0,3,"female",67,"no",155,130,2015-08-20,TRUE
"2666",2666,0,4,"female",40,"no",155,122,2015-08-19,TRUE
"2667",2667,0,6,"male",52,"no",160,120,2015-08-19,FALSE
"2668",2668,5000,3,"female",76,"no",150,70,2015-08-19,TRUE
"2669",2669,10000,4,"female",47,"no",160,120,2015-08-18,TRUE
"2670",2670,36000,12,"female",24,"no",162,110,2015-08-27,TRUE
"2671",2671,20000,4,"male",27,"no",178,140,2015-08-15,FALSE
"2672",2672,60000,12,"male",57,"no",176,150,2015-09-03,FALSE
"2673",2673,10000,3,"female",56,"no",175,120,2015-08-15,TRUE
"2674",2674,30000,3,"male",45,"no",166,120,2015-08-19,FALSE
"2675",2675,20000,3,"female",63,"no",155,138,2015-08-24,TRUE
"2676",2676,40000,4,"male",29,"no",179,165,2015-08-23,FALSE
"2677",2677,10000,3,"female",44,"no",154,96,2015-08-17,TRUE
"2678",2678,11000,4,"male",53,"no",164,120,2015-08-19,FALSE
"2679",2679,20000,3,"female",63,"no",174,150,2015-08-20,TRUE
"2680",2680,0,3,"female",41,"no",155,110,2015-08-18,TRUE
"2681",2681,30000,4,"male",62,"no",168,154,2015-08-18,FALSE
"2682",2682,30000,4,"male",61,"no",178,130,2015-08-18,FALSE
"2683",2683,60000,4,"male",47,"no",163,128,2015-08-17,FALSE
"2684",2684,2000,1,"female",72,"no",153,82,2015-08-16,TRUE
"2685",2685,20000,3,"male",70,"used to be",168,140,2015-08-13,FALSE
"2686",2686,8000,3,"female",39,"no",160,100,2015-08-18,TRUE
"2687",2687,10000,4,"female",44,"no",154,112,2015-08-20,TRUE
"2688",2688,0,3,"male",70,"no",170,130,2015-08-28,FALSE
"2689",2689,3000,3,"male",47,"no",173,130,2015-08-20,FALSE
"2690",2690,26000,11,"female",34,"yes",160,110,2015-09-12,TRUE
"2691",2691,0,3,"female",54,"no",150,100,2015-08-17,TRUE
"2692",2692,20000,4,"male",77,"yes",168,130,2015-08-21,FALSE
"2693",2693,3000,4,"male",57,"no",170,126,2015-08-17,FALSE
"2694",2694,10000,3,"male",50,"no",170,135,2015-08-20,FALSE
"2695",2695,20000,3,"male",65,"no",170,150,2015-08-15,FALSE
"2696",2696,0,4,"female",28,"no",155,100,2015-08-17,TRUE
"2697",2697,0,6,"male",18,"no",178,120,2015-09-02,FALSE
"2698",2698,50000,6,"female",38,"no",160,110,2015-08-23,TRUE
"2699",2699,0,10,"male",19,"no",174,100,2015-09-12,FALSE
"2700",2700,20000,3,"male",56,"no",167,160,2015-08-17,FALSE
"2701",2701,19200,4,"female",65,"no",147,85,2015-08-26,TRUE
"2702",2702,0,4,"male",18,"no",168,96,2015-08-16,FALSE
"2703",2703,15000,4,"male",29,"no",172,150,2015-08-15,FALSE
"2704",2704,11566,4,"female",72,"no",160,124,2015-08-24,TRUE
"2705",2705,9000,3,"female",35,"no",160,148,2015-08-21,TRUE
"2706",2706,0,3,"female",48,"no",164,140,2015-08-18,TRUE
"2707",2707,40000,3,"male",39,"no",176,124,2015-08-18,FALSE
"2708",2708,0,6,"male",18,"no",183,213,2015-08-18,FALSE
"2709",2709,10000,4,"female",43,"no",160,106,2015-08-20,TRUE
"2710",2710,0,3,"female",49,"no",160,150,2015-08-21,TRUE
"2711",2711,10000,4,"male",60,"no",172,140,2015-08-17,FALSE
"2712",2712,30000,7,"female",38,"no",162,130,2015-08-19,TRUE
"2713",2713,35000,3,"male",76,"no",176,160,2015-08-20,FALSE
"2714",2714,20000,10,"male",22,"no",175,175,2015-08-19,FALSE
"2715",2715,3000,4,"female",57,"no",154,108,2015-08-18,TRUE
"2716",2716,40000,4,"male",27,"no",172,130,2015-08-17,FALSE
"2717",2717,10000,4,"male",40,"no",170,130,2015-08-16,FALSE
"2718",2718,0,4,"male",52,"no",183,180,2015-08-20,FALSE
"2719",2719,20000,10,"male",34,"no",163,160,2015-08-21,FALSE
"2720",2720,10000,4,"male",50,"no",170,120,2015-08-23,FALSE
"2721",2721,40000,3,"male",38,"no",170,150,2015-08-17,FALSE
"2722",2722,8000,3,"female",65,"no",158,120,2015-08-16,TRUE
"2723",2723,2000,1,"female",66,"no",155,120,2015-08-16,TRUE
"2724",2724,30000,9,"female",36,"no",168,130,2015-08-19,TRUE
"2725",2725,0,4,"male",57,"no",173,135,2015-09-13,FALSE
"2726",2726,6000,4,"female",51,"no",166,150,2015-08-17,TRUE
"2727",2727,40000,4,"male",34,"no",180,260,2015-08-20,FALSE
"2728",2728,30000,12,"male",45,"yes",170,160,2015-08-19,FALSE
"2729",2729,30000,3,"female",38,"no",160,102,2015-08-16,TRUE
"2730",2730,0,4,"female",25,"no",165,140,2015-08-16,TRUE
"2731",2731,30000,9,"female",46,"no",168,130,2015-08-19,TRUE
"2732",2732,0,1,"female",63,"no",160,80,2015-08-17,TRUE
"2733",2733,1e+05,11,"female",36,"no",160,140,2015-08-25,TRUE
"2734",2734,15000,3,"female",68,"used to be",160,95,2015-08-20,TRUE
"2735",2735,60000,4,"male",28,"no",178,145,2015-08-25,FALSE
"2736",2736,21000,4,"male",66,"used to be",164,120,2015-09-13,FALSE
"2737",2737,2600,3,"male",73,"no",170,120,2015-08-14,FALSE
"2738",2738,0,1,"female",59,"no",150,82,2015-08-17,TRUE
"2739",2739,20000,6,"male",25,"no",175,110,2015-08-21,FALSE
"2740",2740,12000,4,"female",50,"no",158,110,2015-08-23,TRUE
"2741",2741,10000,4,"male",67,"no",160,128,2015-08-17,FALSE
"2742",2742,60000,6,"male",33,"no",188,200,2015-08-25,FALSE
"2743",2743,12000,3,"female",62,"no",167,125,2015-08-18,TRUE
"2744",2744,40000,10,"female",34,"no",165,120,2015-08-26,TRUE
"2745",2745,50000,6,"male",53,"no",170,149,2015-08-18,FALSE
"2746",2746,0,3,"male",63,"no",170,120,2015-09-13,FALSE
"2747",2747,860,6,"male",21,"no",172,109,2015-08-14,FALSE
"2748",2748,50000,9,"male",64,"yes",174,135,2015-08-21,FALSE
"2749",2749,30000,12,"male",35,"yes",170,120,2015-08-18,FALSE
"2750",2750,10000,6,"male",54,"used to be",167,106,2015-08-21,FALSE
"2751",2751,0,1,"male",68,"no",165,110,2015-08-19,FALSE
"2752",2752,4620,4,"male",63,"no",172,120,2015-08-21,FALSE
"2753",2753,0,1,"female",63,"no",157,110,2015-08-17,TRUE
"2754",2754,20000,3,"male",54,"no",168,130,2015-08-16,FALSE
"2755",2755,18000,9,"female",53,"no",160,135,2015-08-25,TRUE
"2756",2756,26400,4,"female",77,"no",150,80,2015-08-25,TRUE
